,team1,team2,pre1,pre2,prob1,prob2,score1,score2
800,22,14,2110.7196781215644,2235.5103083647373,0.5490854789510515,0.8656380621837351,5.0,4.0
801,9,24,2116.7743307240794,2080.304598636297,0.7776477237445116,0.6365895367695573,7.0,6.0
802,5,13,2160.1817249238334,2045.541322313379,0.8860002497843236,0.528970583812382,2.0,0.0
803,16,21,2184.137139531842,2074.7488650391056,0.8732728681390362,0.5412389207081834,5.0,4.0
804,15,6,2150.6555751356823,2108.20569073481,0.8124077179686159,0.6024201162775383,4.0,6.0
805,2,17,2174.1909350695555,2143.5492764328455,0.755589690664845,0.6635432917456058,2.0,7.0
806,18,20,2222.14326370502,2116.1438947898864,0.9463517171433535,0.47084285352527266,6.0,3.0
807,7,8,2126.3393268412374,2157.9655659135105,0.7506446654675079,0.6696961887329835,3.0,2.0
808,18,4,2220.5467891054222,2133.723987364414,0.8606677837789541,0.553546587605429,9.0,7.0
809,10,7,2022.4659754501772,2123.76936143302,0.6060299214313699,0.8088300013583253,0.0,4.0
810,23,19,2070.3294910125155,2167.0214022382697,0.593935213475508,0.8226084082028933,2.0,3.0
811,1,14,2127.8408648239715,2233.401490815032,0.5801971165133792,0.8367840362155138,0.0,3.0
812,0,12,2105.2572615883228,2215.20020313683,0.6046698991260532,0.8101485603434279,5.0,6.0
813,24,27,2083.909478119053,2092.494771599785,0.7611992160781881,0.6531315840162718,5.0,9.0
814,9,22,2114.33623009549,2113.157116318853,0.7214726153300267,0.6984565797099095,9.0,6.0
815,5,21,2158.8863396140036,2076.044651777062,0.8456897145789304,0.5689784974177852,2.0,1.0
816,16,8,2182.223068410956,2159.880546148564,0.7639266975688035,0.6504768033625223,3.0,1.0
817,13,6,2049.7733743923714,2103.9791088083607,0.6843836466541249,0.730241560613044,2.0,9.0
818,2,17,2171.3468809283318,2146.3925035296966,0.7677157835532596,0.6484231806354653,4.0,0.0
819,3,26,2032.2287714617803,2173.583532321211,0.5369222274640723,0.8829227199927523,5.0,1.0
820,10,7,2023.8307283594672,2122.4062425582288,0.5959979056142801,0.8201686197799413,3.0,4.0
821,24,27,2080.818742282896,2095.582999261869,0.7365679667833929,0.6784865485833305,7.0,3.0
822,23,19,2071.7547952510376,2165.5980083885893,0.593233745197212,0.8240862015259969,2.0,3.0
823,5,21,2157.576844441106,2077.354564332709,0.8410820542298703,0.5736203106518601,4.0,3.0
824,9,22,2111.078683391115,2116.4126367123326,0.7350260965724791,0.6812644540026962,6.0,1.0
825,1,14,2132.141296525162,2229.106286014789,0.6084997436636623,0.8069268562809842,2.0,11.0
826,3,26,2030.0232360064733,2175.7873333460498,0.5365677327082004,0.8820718999479651,5.0,4.0
827,16,8,2179.8870348064424,2162.218097889017,0.7735328406937214,0.6407290918384987,3.0,0.0
828,2,17,2167.79007664293,2149.947827621546,0.7753772237664261,0.6392620576906854,7.0,1.0
829,18,4,2218.603865892281,2135.6687500300395,0.8662239045392816,0.5481697086667263,5.0,2.0
830,0,12,2103.114598703177,2217.344463189604,0.5742524870003705,0.839972648932581,5.0,4.0
831,13,6,2053.484276158771,2100.2757048280014,0.6620073211022902,0.7564633939618134,5.0,11.0
832,23,19,2069.0103836602725,2168.3410298985673,0.5994525810393634,0.8161032692995616,5.0,3.0
833,1,14,2129.604146713478,2231.641399107289,0.6191198701110304,0.795226625114978,5.0,3.0
834,0,12,2105.2531177117244,2215.204147049538,0.5776080799534086,0.8366651609095522,6.0,9.0
835,24,27,2076.219067551381,2100.1811808107864,0.6913047959810248,0.7276458154629701,9.0,2.0
836,5,21,2155.6271371842295,2079.305644352746,0.8775209548098071,0.5375932100166019,6.0,3.0
